"i","j","chi_base_u10_tp","chi_samp_u10_tp","chi_ht_u10_tp","chi_base_u10_mslp","chi_samp_u10_mslp","chi_ht_u10_mslp","chi_base_tp_mslp","chi_samp_tp_mslp","chi_ht_tp_mslp","chi_base_u10_spatial","chi_samp_u10_spatial","chi_ht_u10_spatial","chi_base_tp_spatial","chi_samp_tp_spatial","chi_ht_tp_spatial","chi_base_mslp_spatial","chi_samp_mslp_spatial","chi_ht_mslp_spatial"
3913,140,0.448275862068966,0.274725274725275,0.340659340659341,0.482758620689655,0.604395604395604,0.434065934065934,0.482758620689655,0.516483516483517,0.302197802197802,NA,0.0714285714285714,0.357142857142857,0.103448275862069,0.0549450549450549,0.032967032967033,0.103448275862069,0.0384615384615385,0.230769230769231
1801,477,0.689655172413793,0.637362637362637,0.516483516483517,0.758620689655172,0.736263736263736,0.659340659340659,0.586206896551724,0.598901098901099,0.445054945054945,0.172413793103448,0.197802197802198,0.241758241758242,0.172413793103448,0.142857142857143,0.258241758241758,0.310344827586207,0.269230769230769,0.285714285714286
2547,1895,0.620689655172414,0.571428571428572,0.406593406593407,0.724137931034483,0.648351648351648,0.516483516483517,0.655172413793104,0.593406593406594,0.379120879120879,0.275862068965517,0.423076923076923,0.258241758241758,0.379310344827586,0.285714285714286,0.159340659340659,0.482758620689655,0.318681318681319,0.313186813186813
3430,129,0.620689655172414,0.510989010989011,0.263736263736264,0.448275862068966,0.604395604395604,0.39010989010989,0.620689655172414,0.576923076923077,0.379120879120879,0.103448275862069,NA,0.17032967032967,NA,0.0989010989010989,0.230769230769231,0.103448275862069,0.043956043956044,0.291208791208791
1270,1274,0.448275862068966,0.576923076923077,0.510989010989011,0.620689655172414,0.71978021978022,0.571428571428572,0.517241379310345,0.532967032967033,0.532967032967033,0.827586206896552,0.840659340659341,0.703296703296703,0.724137931034483,0.802197802197802,0.598901098901099,0.827586206896552,0.868131868131868,0.615384615384615
2944,991,0.344827586206897,0.505494505494506,0.351648351648352,0.413793103448276,0.461538461538462,0.346153846153846,0.379310344827586,0.56043956043956,0.340659340659341,0.241379310344828,0.153846153846154,0.164835164835165,NA,0.131868131868132,0.104395604395604,0.275862068965517,0.17032967032967,0.0494505494505495
3062,3840,0.517241379310345,0.571428571428572,0.456043956043956,0.551724137931034,0.604395604395604,0.5,0.586206896551724,0.637362637362637,0.5,0.517241379310345,0.582417582417582,0.406593406593407,0.448275862068966,0.67032967032967,0.258241758241758,0.517241379310345,0.576923076923077,0.291208791208791
146,198,0.551724137931034,0.78021978021978,0.516483516483517,0.689655172413793,0.851648351648352,0.450549450549451,0.689655172413793,0.758241758241758,0.467032967032967,0.724137931034483,0.796703296703297,0.5,0.517241379310345,0.653846153846154,0.417582417582418,0.724137931034483,0.752747252747253,0.505494505494506
3656,2448,0.517241379310345,0.461538461538462,0.43956043956044,0.620689655172414,0.620879120879121,0.412087912087912,0.551724137931034,0.593406593406594,0.208791208791209,0.482758620689655,0.445054945054945,0.412087912087912,0.482758620689655,0.730769230769231,0.362637362637363,0.655172413793104,0.664835164835165,0.467032967032967
3145,542,0.448275862068966,0.598901098901099,0.43956043956044,0.482758620689655,0.659340659340659,0.456043956043956,0.551724137931034,0.708791208791209,0.175824175824176,NA,0.0659340659340659,0.164835164835165,0.137931034482759,0.10989010989011,0.0824175824175824,0.172413793103448,0.0714285714285714,0.10989010989011
4068,3774,0.379310344827586,0.423076923076923,0.335164835164835,0.379310344827586,0.434065934065934,0.434065934065934,0.379310344827586,0.478021978021978,0.28021978021978,0.172413793103448,0.340659340659341,0.0274725274725275,0.275862068965517,0.241758241758242,0.159340659340659,0.586206896551724,0.593406593406594,0.324175824175824
2504,2250,0.655172413793104,0.835164835164835,0.450549450549451,0.655172413793104,0.708791208791209,0.43956043956044,0.551724137931034,0.686813186813187,0.247252747252747,0.793103448275862,0.824175824175824,0.604395604395604,0.827586206896552,0.807692307692308,0.406593406593407,0.827586206896552,0.873626373626374,0.686813186813187
2395,1031,0.633333333333333,0.598901098901099,0.456043956043956,0.7,0.785714285714286,0.516483516483517,0.655172413793104,0.697802197802198,0.494505494505495,0.2,0.148351648351648,0.0604395604395604,0.103448275862069,0.0824175824175824,0.0989010989010989,NA,0.0659340659340659,0.192307692307692
1366,1859,0.344827586206897,0.56043956043956,0.340659340659341,0.551724137931034,0.659340659340659,0.445054945054945,0.413793103448276,0.675824175824176,0.450549450549451,0.344827586206897,0.445054945054945,0.307692307692308,0.172413793103448,0.247252747252747,0.0714285714285714,0.482758620689655,0.467032967032967,0.318681318681319
3903,643,0.413793103448276,0.516483516483517,0.28021978021978,0.413793103448276,0.445054945054945,0.291208791208791,0.448275862068966,0.593406593406594,0.10989010989011,NA,NA,0.0604395604395604,0.137931034482759,0.0384615384615385,0.362637362637363,NA,0.0714285714285714,0.186813186813187
2341,2244,0.448275862068966,0.494505494505495,0.379120879120879,0.620689655172414,0.675824175824176,0.593406593406594,0.482758620689655,0.587912087912088,0.456043956043956,0.241379310344828,0.225274725274725,0.142857142857143,0.206896551724138,0.164835164835165,0.236263736263736,0.344827586206897,0.340659340659341,0.225274725274725
3384,2979,0.413793103448276,0.510989010989011,0.236263736263736,0.517241379310345,0.576923076923077,0.423076923076923,0.620689655172414,0.736263736263736,0.54945054945055,0.310344827586207,0.186813186813187,0.274725274725275,0.241379310344828,0.28021978021978,0.269230769230769,0.241379310344828,0.258241758241758,0.142857142857143
760,2931,0.517241379310345,0.659340659340659,0.395604395604396,0.448275862068966,0.653846153846154,0.5,0.482758620689655,0.56043956043956,0.368131868131868,0.275862068965517,0.236263736263736,0.252747252747253,0.206896551724138,0.181318681318681,0.192307692307692,0.310344827586207,0.274725274725275,0.258241758241758
2412,2539,0.413793103448276,0.494505494505495,0.203296703296703,0.655172413793104,0.620879120879121,0.472527472527473,0.482758620689655,0.653846153846154,0.412087912087912,0.896551724137931,0.862637362637363,0.785714285714286,0.758620689655172,0.857142857142857,0.576923076923077,0.862068965517241,0.857142857142857,0.758241758241758
2627,1059,0.724137931034483,0.846153846153846,0.241758241758242,0.655172413793104,0.769230769230769,0.467032967032967,0.620689655172414,0.758241758241758,0.148351648351648,0.206896551724138,0.131868131868132,0.346153846153846,0.137931034482759,0.0604395604395604,0.296703296703297,0.275862068965517,0.181318681318681,0.159340659340659
1314,665,0.551724137931034,0.54945054945055,0.510989010989011,0.689655172413793,0.697802197802198,0.598901098901099,0.448275862068966,0.587912087912088,0.54945054945055,0.275862068965517,0.274725274725275,0.225274725274725,0.241379310344828,0.285714285714286,0.197802197802198,0.413793103448276,0.302197802197802,0.318681318681319
2731,2613,0.413793103448276,0.43956043956044,0.269230769230769,0.517241379310345,0.681318681318681,0.461538461538462,0.620689655172414,0.582417582417582,0.43956043956044,0.275862068965517,0.417582417582418,0.28021978021978,0.379310344827586,0.434065934065934,0.28021978021978,0.517241379310345,0.43956043956044,0.28021978021978
2206,1285,0.448275862068966,0.565934065934066,0.373626373626374,0.551724137931034,0.697802197802198,0.505494505494506,0.620689655172414,0.697802197802198,0.472527472527473,0.172413793103448,0.115384615384615,0.126373626373626,NA,0.0659340659340659,0.115384615384615,0.137931034482759,0.104395604395604,0.148351648351648
3576,1605,0.551724137931034,0.401098901098901,0.467032967032967,0.482758620689655,0.505494505494506,0.406593406593407,0.620689655172414,0.741758241758242,0.428571428571429,NA,0.17032967032967,0.0714285714285714,0.206896551724138,0.153846153846154,0.291208791208791,0.137931034482759,0.115384615384615,0.0989010989010989
3954,347,0.482758620689655,0.582417582417582,0.28021978021978,0.482758620689655,0.593406593406594,0.236263736263736,0.551724137931034,0.60989010989011,0.362637362637363,0.103448275862069,0.104395604395604,0.208791208791209,0.103448275862069,0.153846153846154,0.115384615384615,0.172413793103448,0.0824175824175824,0.203296703296703
322,4062,0.586206896551724,0.697802197802198,0.604395604395604,0.689655172413793,0.791208791208791,0.653846153846154,0.655172413793104,0.67032967032967,0.505494505494506,0.103448275862069,0.0659340659340659,0.0879120879120879,NA,0.021978021978022,0.120879120879121,0.103448275862069,0.0769230769230769,0.0549450549450549
1025,1096,0.551724137931034,0.675824175824176,0.384615384615385,0.689655172413793,0.725274725274725,0.538461538461539,0.586206896551724,0.763736263736264,0.56043956043956,0.793103448275862,0.714285714285714,0.532967032967033,0.517241379310345,0.626373626373626,0.384615384615385,0.724137931034483,0.741758241758242,0.571428571428572
105,2554,0.448275862068966,0.467032967032967,0.373626373626374,0.551724137931034,0.620879120879121,0.450549450549451,0.310344827586207,0.417582417582418,0.395604395604396,0.310344827586207,0.230769230769231,0.192307692307692,0.103448275862069,0.148351648351648,0.153846153846154,0.241379310344828,0.192307692307692,0.313186813186813
2789,1337,0.379310344827586,0.489010989010989,0.241758241758242,0.586206896551724,0.697802197802198,0.379120879120879,0.517241379310345,0.631868131868132,0.32967032967033,NA,0.0989010989010989,0.0659340659340659,0.172413793103448,0.137362637362637,0.340659340659341,0.137931034482759,0.203296703296703,0.153846153846154
2175,1808,0.620689655172414,0.692307692307692,0.489010989010989,0.379310344827586,0.456043956043956,0.373626373626374,0.482758620689655,0.510989010989011,0.368131868131868,0.206896551724138,0.120879120879121,0.148351648351648,0.172413793103448,0.17032967032967,0.307692307692308,0.206896551724138,0.208791208791209,0.0989010989010989
2457,1113,0.551724137931034,0.576923076923077,0.384615384615385,0.586206896551724,0.714285714285714,0.483516483516484,0.724137931034483,0.747252747252747,0.456043956043956,0.413793103448276,0.43956043956044,0.274725274725275,0.206896551724138,0.302197802197802,0.346153846153846,0.275862068965517,0.335164835164835,0.274725274725275
2915,1298,0.413793103448276,0.510989010989011,0.159340659340659,0.551724137931034,0.736263736263736,0.384615384615385,0.551724137931034,0.653846153846154,0.159340659340659,0.310344827586207,0.302197802197802,0.230769230769231,0.172413793103448,0.203296703296703,0.192307692307692,0.172413793103448,0.197802197802198,0.285714285714286
2587,242,0.551724137931034,0.587912087912088,0.516483516483517,0.655172413793104,0.741758241758242,0.527472527472527,0.517241379310345,0.714285714285714,0.510989010989011,0.103448275862069,0.181318681318681,0.340659340659341,0.103448275862069,0.142857142857143,0.21978021978022,0.103448275862069,0.197802197802198,0.0989010989010989
3208,2719,0.551724137931034,0.637362637362637,0.587912087912088,0.482758620689655,0.664835164835165,0.461538461538462,0.586206896551724,0.725274725274725,0.346153846153846,0.275862068965517,0.307692307692308,0.346153846153846,0.241379310344828,0.346153846153846,0.0714285714285714,0.551724137931034,0.428571428571429,0.203296703296703
1121,3156,0.482758620689655,0.565934065934066,0.434065934065934,0.551724137931034,0.664835164835165,0.554945054945055,0.517241379310345,0.659340659340659,0.467032967032967,0.206896551724138,0.225274725274725,0.247252747252747,0.172413793103448,0.131868131868132,0.230769230769231,0.137931034482759,0.175824175824176,0.115384615384615
1555,1397,0.448275862068966,0.571428571428572,0.395604395604396,0.586206896551724,0.697802197802198,0.362637362637363,0.551724137931034,0.648351648351648,0.489010989010989,0.103448275862069,0.131868131868132,0.230769230769231,NA,0.175824175824176,0.153846153846154,0.206896551724138,0.203296703296703,0.148351648351648
1714,1215,0.551724137931034,0.615384615384615,0.423076923076923,0.586206896551724,0.681318681318681,0.554945054945055,0.586206896551724,0.642857142857143,0.532967032967033,0.517241379310345,0.505494505494506,0.373626373626374,0.379310344827586,0.472527472527473,0.269230769230769,0.586206896551724,0.648351648351648,0.543956043956044
2621,1907,0.551724137931034,0.593406593406594,0.472527472527473,0.448275862068966,0.527472527472527,0.428571428571429,0.482758620689655,0.593406593406594,0.450549450549451,0.448275862068966,0.384615384615385,0.346153846153846,0.379310344827586,0.5,0.247252747252747,0.448275862068966,0.472527472527473,0.186813186813187
210,583,0.586206896551724,0.769230769230769,0.428571428571429,0.689655172413793,0.846153846153846,0.538461538461539,0.724137931034483,0.785714285714286,0.510989010989011,0.758620689655172,0.791208791208791,0.527472527472527,0.586206896551724,0.67032967032967,0.368131868131868,0.689655172413793,0.796703296703297,0.532967032967033
1113,1079,0.448275862068966,0.516483516483517,0.313186813186813,0.586206896551724,0.659340659340659,0.445054945054945,0.551724137931034,0.692307692307692,0.527472527472527,0.103448275862069,0.104395604395604,0.203296703296703,0.103448275862069,0.148351648351648,0.192307692307692,0.275862068965517,0.269230769230769,0.181318681318681
1682,2048,0.448275862068966,0.60989010989011,0.39010989010989,0.655172413793104,0.703296703296703,0.576923076923077,0.482758620689655,0.631868131868132,0.516483516483517,0.103448275862069,0.0879120879120879,0.126373626373626,0.206896551724138,0.120879120879121,0.236263736263736,0.241379310344828,0.159340659340659,0.10989010989011
1015,3618,0.551724137931034,0.626373626373626,0.461538461538462,0.482758620689655,0.664835164835165,0.538461538461539,0.482758620689655,0.582417582417582,0.379120879120879,0.206896551724138,0.225274725274725,0.159340659340659,0.103448275862069,0.131868131868132,0.131868131868132,0.172413793103448,0.28021978021978,0.0494505494505495
1617,2803,0.517241379310345,0.587912087912088,0.428571428571429,0.655172413793104,0.708791208791209,0.5,0.482758620689655,0.604395604395604,0.489010989010989,0.137931034482759,0.0824175824175824,0.186813186813187,0.172413793103448,0.0769230769230769,0.346153846153846,0.137931034482759,0.0604395604395604,0.0714285714285714
381,2827,0.379310344827586,0.631868131868132,0.401098901098901,0.517241379310345,0.626373626373626,0.472527472527473,0.379310344827586,0.510989010989011,0.32967032967033,0.137931034482759,0.197802197802198,0.263736263736264,0.172413793103448,0.230769230769231,0.263736263736264,0.344827586206897,0.28021978021978,0.247252747252747
3104,2438,0.586206896551724,0.598901098901099,0.362637362637363,0.551724137931034,0.675824175824176,0.362637362637363,0.448275862068966,0.71978021978022,0.43956043956044,0.275862068965517,0.478021978021978,0.0769230769230769,0.448275862068966,0.368131868131868,0.258241758241758,0.379310344827586,0.445054945054945,0.236263736263736
285,1945,0.517241379310345,0.576923076923077,0.510989010989011,0.620689655172414,0.824175824175824,0.516483516483517,0.551724137931034,0.571428571428572,0.521978021978022,0.172413793103448,0.192307692307692,0.225274725274725,0.172413793103448,0.208791208791209,0.241758241758242,0.310344827586207,0.21978021978022,0.230769230769231
2568,3208,0.689655172413793,0.802197802197802,0.483516483516484,0.655172413793104,0.714285714285714,0.478021978021978,0.586206896551724,0.697802197802198,0.285714285714286,0.551724137931034,0.730769230769231,0.39010989010989,0.724137931034483,0.763736263736264,0.186813186813187,0.793103448275862,0.818681318681319,0.56043956043956
1558,1472,0.482758620689655,0.565934065934066,0.417582417582418,0.551724137931034,0.692307692307692,0.450549450549451,0.482758620689655,0.642857142857143,0.478021978021978,0.137931034482759,0.148351648351648,0.126373626373626,0.172413793103448,0.192307692307692,0.252747252747253,0.241379310344828,0.225274725274725,0.148351648351648
24,1026,0.620689655172414,0.675824175824176,0.516483516483517,0.655172413793104,0.857142857142857,0.516483516483517,0.586206896551724,0.620879120879121,0.5,0.482758620689655,0.5,0.39010989010989,0.310344827586207,0.412087912087912,0.203296703296703,0.448275862068966,0.571428571428572,0.357142857142857
1095,3943,0.655172413793104,0.692307692307692,0.445054945054945,0.689655172413793,0.763736263736264,0.620879120879121,0.655172413793104,0.675824175824176,0.510989010989011,0.206896551724138,0.120879120879121,0.126373626373626,NA,0.0879120879120879,0.148351648351648,NA,0.0769230769230769,0.0989010989010989
1391,440,0.413793103448276,0.532967032967033,0.417582417582418,0.724137931034483,0.681318681318681,0.565934065934066,0.482758620689655,0.56043956043956,0.505494505494506,0.379310344827586,0.456043956043956,0.39010989010989,0.344827586206897,0.346153846153846,0.32967032967033,0.379310344827586,0.54945054945055,0.203296703296703
574,1948,0.379310344827586,0.615384615384615,0.357142857142857,0.620689655172414,0.67032967032967,0.505494505494506,0.344827586206897,0.521978021978022,0.296703296703297,0.206896551724138,0.241758241758242,0.214285714285714,0.241379310344828,0.269230769230769,0.236263736263736,0.310344827586207,0.357142857142857,0.21978021978022
3301,3445,0.551724137931034,0.554945054945055,0.0714285714285714,0.517241379310345,0.664835164835165,0.368131868131868,0.517241379310345,0.604395604395604,0.368131868131868,0.241379310344828,0.274725274725275,0.263736263736264,0.310344827586207,0.175824175824176,0.186813186813187,0.310344827586207,0.335164835164835,0.0989010989010989
1322,2581,0.448275862068966,0.571428571428572,0.362637362637363,0.655172413793104,0.747252747252747,0.554945054945055,0.482758620689655,0.626373626373626,0.527472527472527,0.206896551724138,0.192307692307692,0.208791208791209,NA,0.148351648351648,0.0824175824175824,0.241379310344828,0.21978021978022,0.230769230769231
1066,3554,0.586206896551724,0.571428571428572,0.478021978021978,0.551724137931034,0.708791208791209,0.593406593406594,0.586206896551724,0.626373626373626,0.516483516483517,0.241379310344828,0.181318681318681,0.17032967032967,NA,0.104395604395604,0.0714285714285714,0.206896551724138,0.258241758241758,0.181318681318681
931,3829,0.482758620689655,0.576923076923077,0.472527472527473,0.620689655172414,0.703296703296703,0.56043956043956,0.413793103448276,0.67032967032967,0.406593406593407,0.206896551724138,0.252747252747253,0.203296703296703,0.172413793103448,0.10989010989011,0.148351648351648,0.206896551724138,0.186813186813187,0.291208791208791
1401,2394,0.517241379310345,0.571428571428572,0.538461538461539,0.620689655172414,0.692307692307692,0.532967032967033,0.448275862068966,0.516483516483517,0.445054945054945,0.103448275862069,0.197802197802198,0.0989010989010989,0.103448275862069,0.230769230769231,0.131868131868132,0.172413793103448,0.28021978021978,0.241758241758242
2749,2866,0.448275862068966,0.571428571428572,0.351648351648352,0.413793103448276,0.521978021978022,0.423076923076923,0.448275862068966,0.571428571428572,0.494505494505495,0.448275862068966,0.423076923076923,0.412087912087912,0.310344827586207,0.43956043956044,0.192307692307692,0.448275862068966,0.313186813186813,0.159340659340659
2415,3059,0.551724137931034,0.554945054945055,0.412087912087912,0.655172413793104,0.631868131868132,0.54945054945055,0.517241379310345,0.675824175824176,0.445054945054945,0.689655172413793,0.686813186813187,0.648351648351648,0.413793103448276,0.510989010989011,0.285714285714286,0.620689655172414,0.686813186813187,0.527472527472527
1459,3629,0.517241379310345,0.554945054945055,0.510989010989011,0.655172413793104,0.714285714285714,0.543956043956044,0.482758620689655,0.60989010989011,0.43956043956044,0.137931034482759,0.126373626373626,0.203296703296703,0.241379310344828,0.0989010989010989,0.236263736263736,0.172413793103448,0.252747252747253,0.175824175824176
1644,2537,0.448275862068966,0.659340659340659,0.395604395604396,0.689655172413793,0.692307692307692,0.510989010989011,0.551724137931034,0.637362637362637,0.489010989010989,0.586206896551724,0.445054945054945,0.538461538461539,0.413793103448276,0.368131868131868,0.335164835164835,0.551724137931034,0.521978021978022,0.472527472527473
1579,1611,0.448275862068966,0.653846153846154,0.379120879120879,0.620689655172414,0.71978021978022,0.543956043956044,0.482758620689655,0.642857142857143,0.434065934065934,0.103448275862069,0.159340659340659,0.236263736263736,0.137931034482759,0.0384615384615385,0.225274725274725,0.172413793103448,0.164835164835165,0.318681318681319
3576,3038,0.551724137931034,0.401098901098901,0.450549450549451,0.482758620689655,0.505494505494506,0.401098901098901,0.620689655172414,0.741758241758242,0.401098901098901,0.206896551724138,0.104395604395604,0.186813186813187,0.206896551724138,0.153846153846154,0.236263736263736,0.344827586206897,0.269230769230769,0.142857142857143
4067,2094,0.344827586206897,0.417582417582418,0.296703296703297,0.344827586206897,0.43956043956044,0.346153846153846,0.344827586206897,0.461538461538462,0.214285714285714,0.103448275862069,0.21978021978022,0.043956043956044,0.137931034482759,0.120879120879121,0.142857142857143,0.379310344827586,0.291208791208791,0.225274725274725
4072,2170,0.379310344827586,0.483516483516484,0.324175824175824,0.310344827586207,0.478021978021978,0.39010989010989,0.344827586206897,0.604395604395604,0.263736263736264,0.206896551724138,0.230769230769231,0.247252747252747,0.310344827586207,0.269230769230769,0.258241758241758,0.344827586206897,0.318681318681319,0.0714285714285714
121,2089,0.448275862068966,0.730769230769231,0.384615384615385,0.448275862068966,0.54945054945055,0.456043956043956,0.413793103448276,0.478021978021978,0.346153846153846,0.206896551724138,0.269230769230769,0.230769230769231,0.206896551724138,0.214285714285714,0.203296703296703,0.275862068965517,0.335164835164835,0.131868131868132
2014,813,0.482758620689655,0.615384615384615,0.417582417582418,0.655172413793104,0.67032967032967,0.434065934065934,0.586206896551724,0.703296703296703,0.56043956043956,0.241379310344828,0.192307692307692,0.164835164835165,0.137931034482759,0.164835164835165,0.203296703296703,0.344827586206897,0.313186813186813,0.241758241758242
2879,957,0.413793103448276,0.516483516483517,0.247252747252747,0.413793103448276,0.428571428571429,0.340659340659341,0.379310344827586,0.516483516483517,0.373626373626374,0.137931034482759,0.236263736263736,0.241758241758242,0.172413793103448,0.28021978021978,0.258241758241758,0.413793103448276,0.417582417582418,0.357142857142857
1476,1850,0.517241379310345,0.659340659340659,0.472527472527473,0.655172413793104,0.686813186813187,0.483516483516484,0.517241379310345,0.521978021978022,0.351648351648352,NA,0.0494505494505495,0.0714285714285714,NA,0.0549450549450549,0.0989010989010989,NA,0.153846153846154,0.0659340659340659
1561,534,0.448275862068966,0.582417582417582,0.401098901098901,0.586206896551724,0.71978021978022,0.532967032967033,0.586206896551724,0.653846153846154,0.406593406593407,0.275862068965517,0.241758241758242,0.247252747252747,0.241379310344828,0.197802197802198,0.285714285714286,0.344827586206897,0.263736263736264,0.318681318681319
1571,3023,0.586206896551724,0.637362637362637,0.362637362637363,0.724137931034483,0.703296703296703,0.565934065934066,0.517241379310345,0.637362637362637,0.351648351648352,0.206896551724138,0.230769230769231,0.236263736263736,0.206896551724138,0.263736263736264,0.17032967032967,0.344827586206897,0.258241758241758,0.252747252747253
1421,1820,0.620689655172414,0.571428571428572,0.335164835164835,0.689655172413793,0.708791208791209,0.483516483516484,0.586206896551724,0.554945054945055,0.450549450549451,0.413793103448276,0.368131868131868,0.351648351648352,0.206896551724138,0.192307692307692,0.263736263736264,0.206896551724138,0.263736263736264,0.247252747252747
1644,2268,0.448275862068966,0.659340659340659,0.472527472527473,0.689655172413793,0.692307692307692,0.472527472527473,0.551724137931034,0.637362637362637,0.532967032967033,0.310344827586207,0.291208791208791,0.307692307692308,0.241379310344828,0.230769230769231,0.120879120879121,0.448275862068966,0.351648351648352,0.324175824175824
3678,3195,0.413793103448276,0.554945054945055,0.291208791208791,0.448275862068966,0.472527472527473,0.472527472527473,0.482758620689655,0.5,0.357142857142857,0.206896551724138,0.10989010989011,0.269230769230769,0.103448275862069,0.0989010989010989,0.247252747252747,0.517241379310345,0.494505494505495,0.230769230769231
78,2526,0.655172413793104,0.835164835164835,0.483516483516484,0.758620689655172,0.835164835164835,0.571428571428572,0.724137931034483,0.813186813186813,0.483516483516484,NA,0.0604395604395604,0.0714285714285714,0.137931034482759,0.0494505494505495,0.258241758241758,0.103448275862069,0.0274725274725275,0.0879120879120879
530,3284,0.482758620689655,0.741758241758242,0.434065934065934,0.620689655172414,0.807692307692308,0.631868131868132,0.551724137931034,0.752747252747253,0.554945054945055,0.103448275862069,0.0384615384615385,0.115384615384615,0.137931034482759,0.0824175824175824,0.0989010989010989,NA,0.0274725274725275,0.104395604395604
3404,1806,0.586206896551724,0.565934065934066,0.478021978021978,0.551724137931034,0.659340659340659,0.357142857142857,0.482758620689655,0.659340659340659,0.692307692307692,0.482758620689655,0.516483516483517,0.478021978021978,0.413793103448276,0.434065934065934,0.192307692307692,0.448275862068966,0.445054945054945,0.478021978021978
3919,742,0.413793103448276,0.43956043956044,0.28021978021978,0.482758620689655,0.653846153846154,0.164835164835165,0.413793103448276,0.505494505494506,0.631868131868132,0.103448275862069,0.131868131868132,0.368131868131868,0.103448275862069,0.0824175824175824,0.263736263736264,0.206896551724138,0.115384615384615,0.120879120879121
332,2904,0.689655172413793,0.862637362637363,0.54945054945055,0.758620689655172,0.868131868131868,0.478021978021978,0.793103448275862,0.846153846153846,0.472527472527473,NA,0.032967032967033,0.104395604395604,0.137931034482759,0.032967032967033,0.148351648351648,NA,0.0274725274725275,0.0274725274725275
1572,2327,0.551724137931034,0.653846153846154,0.357142857142857,0.724137931034483,0.714285714285714,0.54945054945055,0.482758620689655,0.659340659340659,0.417582417582418,0.379310344827586,0.357142857142857,0.307692307692308,0.206896551724138,0.214285714285714,0.159340659340659,0.379310344827586,0.346153846153846,0.318681318681319
1766,1766,0.551724137931034,0.60989010989011,0.373626373626374,0.689655172413793,0.71978021978022,0.60989010989011,0.551724137931034,0.604395604395604,0.428571428571429,1,1,1,1,1,1,1,1,1
3323,3168,0.379310344827586,0.456043956043956,0.324175824175824,0.379310344827586,0.456043956043956,0.362637362637363,0.448275862068966,0.538461538461539,0.379120879120879,0.137931034482759,0.153846153846154,0.17032967032967,0.172413793103448,0.120879120879121,0.043956043956044,0.413793103448276,0.412087912087912,0.203296703296703
3635,743,0.448275862068966,0.373626373626374,0.307692307692308,0.448275862068966,0.467032967032967,0.291208791208791,0.586206896551724,0.543956043956044,0.401098901098901,0.275862068965517,0.269230769230769,0.340659340659341,0.137931034482759,0.131868131868132,0.032967032967033,0.206896551724138,0.258241758241758,0.274725274725275
622,1024,0.448275862068966,0.620879120879121,0.395604395604396,0.586206896551724,0.681318681318681,0.505494505494506,0.551724137931034,0.587912087912088,0.483516483516484,0.448275862068966,0.450549450549451,0.423076923076923,0.206896551724138,0.412087912087912,0.17032967032967,0.448275862068966,0.450549450549451,0.208791208791209
1156,96,0.655172413793104,0.703296703296703,0.527472527472527,0.689655172413793,0.763736263736264,0.576923076923077,0.620689655172414,0.664835164835165,0.505494505494506,0.206896551724138,0.291208791208791,0.236263736263736,0.206896551724138,0.252747252747253,0.126373626373626,0.344827586206897,0.417582417582418,0.324175824175824
3015,3585,0.551724137931034,0.664835164835165,0.538461538461539,0.551724137931034,0.697802197802198,0.505494505494506,0.620689655172414,0.763736263736264,0.434065934065934,0.689655172413793,0.714285714285714,0.247252747252747,0.827586206896552,0.752747252747253,0.32967032967033,0.793103448275862,0.840659340659341,0.554945054945055
1754,2657,0.482758620689655,0.615384615384615,0.379120879120879,0.655172413793104,0.730769230769231,0.543956043956044,0.620689655172414,0.686813186813187,0.450549450549451,0.413793103448276,0.516483516483517,0.291208791208791,0.448275862068966,0.423076923076923,0.39010989010989,0.448275862068966,0.434065934065934,0.357142857142857
2021,1669,0.586206896551724,0.565934065934066,0.456043956043956,0.620689655172414,0.697802197802198,0.543956043956044,0.551724137931034,0.60989010989011,0.384615384615385,0.137931034482759,0.17032967032967,0.043956043956044,0.137931034482759,0.0274725274725275,0.0824175824175824,0.241379310344828,0.208791208791209,0.21978021978022
526,91,0.620689655172414,0.835164835164835,0.467032967032967,0.655172413793104,0.873626373626374,0.576923076923077,0.793103448275862,0.835164835164835,0.587912087912088,0.482758620689655,0.692307692307692,0.379120879120879,0.551724137931034,0.401098901098901,0.510989010989011,0.586206896551724,0.681318681318681,0.554945054945055
3808,2407,0.310344827586207,0.450549450549451,0.401098901098901,0.413793103448276,0.467032967032967,0.43956043956044,0.551724137931034,0.521978021978022,0.478021978021978,0.206896551724138,0.285714285714286,0.274725274725275,0.241379310344828,0.10989010989011,0.401098901098901,0.413793103448276,0.39010989010989,0.214285714285714
2746,2172,0.482758620689655,0.554945054945055,0.258241758241758,0.448275862068966,0.587912087912088,0.307692307692308,0.482758620689655,0.642857142857143,0.307692307692308,0.482758620689655,0.56043956043956,0.417582417582418,0.586206896551724,0.648351648351648,0.434065934065934,0.724137931034483,0.714285714285714,0.598901098901099
3657,2531,0.482758620689655,0.478021978021978,0.417582417582418,0.586206896551724,0.587912087912088,0.340659340659341,0.517241379310345,0.582417582417582,0.186813186813187,0.310344827586207,0.21978021978022,0.10989010989011,0.206896551724138,0.263736263736264,0.126373626373626,0.344827586206897,0.318681318681319,0.197802197802198
1232,4074,0.517241379310345,0.56043956043956,0.395604395604396,0.689655172413793,0.67032967032967,0.56043956043956,0.517241379310345,0.598901098901099,0.384615384615385,0.241379310344828,0.148351648351648,0.0769230769230769,0.206896551724138,0.252747252747253,0.181318681318681,0.137931034482759,0.115384615384615,0.137362637362637
